Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
7,1,2,1,5,5,4,51,1,4,2,4,0,35,1026.88042501433,2,0,1,1,4,0,2,2,2,1,3,0,0,0,0,0
7,1,3,1,6,2,3,56,0,5,2,4,0,34,10666.383539235425,1,0,1,1,5,0,2,2,4,4,4,0,1,0,0,0
7,1,3,1,2,5,3,41,1,5,2,4,0,15,36112.43350834736,2,0,2,1,3,0,2,2,4,4,4,0,0,0,0,0
11,1,3,1,4,4,4,57,0,5,2,4,0,47,10505.312037168223,2,0,1,1,5,0,2,2,2,4,4,0,0,0,0,0
11,1,1,1,5,4,3,52,0,5,2,4,0,85,14531.672954950229,2,0,1,1,7,0,2,1,1,1,3,0,1,0,0,0
7,1,2,1,7,2,4,29,1,3,2,4,0,23,48846.17905202185,2,0,1,1,3,0,2,2,4,3,4,0,0,0,0,0
1,1,2,1,5,4,2,52,0,5,2,4,0,24,8139.088173006394,2,0,1,1,6,0,2,2,3,4,4,0,0,0,0,0
8,1,2,1,8,5,4,57,1,5,2,4,0,11,7030.436053454262,2,0,1,1,5,0,3,2,1,3,4,0,0,0,0,0
9,1,2,1,5,4,3,48,0,5,2,4,0,37,12188.656693216852,3,0,1,1,7,0,2,2,4,2,4,0,0,0,0,0
9,1,2,1,2,2,4,61,0,4,2,4,0,31,13154.075828415956,2,0,1,1,4,0,3,2,4,3,4,0,0,0,0,0
10,1,1,1,5,4,4,42,1,4,2,4,0,28,5769.427623679218,1,0,2,1,4,0,2,1,4,1,4,0,0,0,0,0
8,1,5,1,6,2,1,35,0,5,2,2,0,6,3364.188435890674,1,1,1,1,4,0,3,2,4,4,4,0,0,0,0,0
11,1,3,1,2,4,4,55,0,5,2,4,0,21,17054.127122790575,2,0,1,1,7,0,3,2,4,1,4,0,0,0,0,0
8,1,3,1,6,4,4,52,0,4,2,4,0,13,9251.41846401641,4,0,1,1,3,1,2,3,4,2,4,0,0,0,0,0
9,1,2,1,6,3,3,51,1,4,2,4,0,24,12475.157075599143,2,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,4,4,3,35,0,5,2,4,0,20,3044.735875234553,2,0,1,1,1,0,2,2,3,3,2,0,0,0,0,0
10,1,2,1,6,4,4,48,0,4,2,4,0,10,5530.35012294676,2,0,1,1,0,0,3,2,2,4,4,0,0,0,0,0
8,1,2,1,6,3,3,52,1,5,2,4,0,25,12887.420957600549,2,0,1,1,2,0,3,1,1,1,3,0,0,0,0,0
10,1,2,1,5,3,4,61,0,4,2,4,0,65,17545.955060684504,2,0,2,1,7,1,2,2,2,1,4,0,0,0,0,0
9,1,3,1,6,3,3,50,1,5,2,4,0,67,13981.986374585931,3,0,1,1,3,0,2,2,1,1,4,0,0,0,0,0
7,1,2,1,7,2,3,29,1,3,2,4,0,16,50988.94186552771,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
8,1,3,1,6,3,4,40,1,4,2,4,0,130,27156.1798182462,1,0,1,1,9,0,2,2,4,4,4,0,0,0,0,0
9,1,2,1,6,4,3,51,0,5,2,4,0,44,13769.855218358343,2,0,1,1,3,0,2,2,3,3,3,0,0,0,0,0
11,1,2,1,6,5,4,31,1,5,2,4,0,25,15335.420715827742,2,0,1,1,6,0,2,1,2,1,4,0,0,0,0,0
10,1,2,1,6,2,2,51,1,4,2,4,0,37,30644.30457726965,2,0,1,1,2,0,2,2,2,1,4,0,0,0,0,0
6,1,2,1,2,2,2,49,1,3,2,4,0,130,25657.90843221904,2,0,2,1,21,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,6,2,2,60,1,5,2,4,0,45,19970.12553040949,2,0,1,1,18,0,3,2,3,3,4,0,0,0,0,0
8,1,1,1,6,4,3,60,1,5,2,4,0,24,11062.993532630038,1,0,1,1,25,0,2,1,1,4,3,0,0,0,0,0
8,1,2,1,5,4,3,40,1,4,2,4,0,11,16030.629583721313,2,0,2,1,9,1,2,2,4,1,4,0,0,0,0,0
6,1,1,1,4,2,2,52,1,3,2,4,0,27,25824.34501885972,2,0,1,1,1,0,2,1,2,1,4,0,0,0,0,0
11,1,2,1,3,2,3,51,0,5,2,4,0,19,14153.455565017795,2,0,1,1,2,1,2,2,2,3,4,0,0,0,0,0
7,1,3,1,5,4,3,50,0,5,2,4,0,39,6436.522780703071,3,0,1,1,6,0,2,2,2,1,4,0,0,0,0,0
9,1,2,1,6,3,4,53,0,4,2,4,0,44,7964.520341906614,2,0,1,1,3,0,2,2,2,3,4,0,0,0,0,0
11,1,4,1,6,4,4,47,0,4,2,4,0,41,14879.143960303309,3,0,2,1,2,0,2,2,4,3,4,0,0,0,0,0
8,1,2,1,6,3,4,55,1,5,2,4,0,12,12486.997936372947,2,0,2,1,3,0,2,2,4,1,2,0,0,0,0,0
9,1,1,1,6,2,2,42,1,5,2,4,0,48,12351.220376410229,1,0,1,1,9,0,2,1,4,4,4,0,0,0,0,0
7,1,3,1,6,4,4,54,0,5,2,4,0,36,10405.509387141476,2,0,1,1,0,0,2,2,4,1,3,0,0,0,0,0
7,1,2,1,5,4,4,66,0,5,2,4,0,29,17002.282515632935,2,0,2,1,8,0,2,2,4,3,4,0,0,0,0,0
10,1,3,1,6,4,4,45,1,4,2,4,0,33,6182.720886011316,2,0,1,1,0,0,2,3,4,3,4,0,0,0,0,0
9,1,2,1,5,3,4,57,1,5,2,4,0,36,17696.762379034357,2,0,1,1,2,0,2,2,2,1,4,0,0,0,0,0
9,1,1,1,6,3,3,57,0,5,2,4,0,39,13490.098176297468,1,0,1,1,7,0,2,1,4,4,4,0,0,0,0,0
9,1,2,1,2,2,3,59,1,4,2,4,0,25,13163.577136324597,2,0,1,1,5,0,3,2,4,3,4,0,0,0,0,0
11,1,1,1,5,4,3,49,0,5,2,4,0,57,11427.873245793704,1,0,1,1,13,0,2,1,1,1,4,0,0,0,0,0
8,1,2,1,6,4,4,43,0,5,2,4,0,43,19686.65378665919,2,0,2,1,5,0,2,2,4,4,4,0,0,0,0,0
9,1,2,1,5,4,3,44,0,5,2,4,0,25,12167.868700936127,2,0,2,1,6,0,2,2,4,3,4,0,0,0,0,0
10,1,3,1,4,4,4,51,0,5,2,4,0,38,14866.813420707407,3,0,1,1,1,0,2,2,4,3,4,0,0,0,0,0
11,1,2,2,1,4,4,45,1,4,2,4,0,52,23977.40699072556,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
11,1,2,1,2,4,3,39,1,4,2,4,0,8,36769.29969351233,1,0,2,1,5,0,2,1,4,4,3,0,0,0,0,0
11,1,2,1,8,4,2,63,1,5,2,4,0,42,15016.44945338982,2,0,1,1,8,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,5,2,2,45,1,5,2,4,0,29,21180.52218921897,1,0,1,1,2,0,3,1,4,1,4,0,0,0,0,0
9,1,2,1,6,2,3,54,1,5,2,4,0,31,13763.05702658671,5,0,1,1,2,0,3,2,1,1,4,0,0,0,0,0
8,1,4,1,6,2,1,43,0,5,2,2,0,25,3440.0540881325696,3,1,1,1,5,0,2,2,4,4,4,0,0,0,0,0
11,1,4,1,6,4,3,39,1,5,2,4,0,6,4619.90126433893,4,0,1,1,4,0,2,2,3,4,4,0,0,0,0,0
9,1,2,1,5,2,4,43,1,5,2,4,0,21,13206.848643329591,2,0,1,1,2,0,3,1,4,3,4,0,0,0,0,0
6,1,2,1,3,2,3,60,1,4,2,1,0,10,6565.187867375728,1,0,1,1,2,0,2,1,4,1,4,0,0,0,0,0
8,1,2,1,6,2,3,50,1,4,2,4,0,19,11039.516418506004,4,0,1,1,3,0,2,2,2,4,3,0,0,0,0,0
11,1,3,2,1,4,2,53,1,5,2,4,0,54,22339.670820171985,4,0,1,1,7,0,2,2,3,4,4,0,0,0,0,0
11,1,2,1,6,5,3,44,1,5,2,4,0,11,15212.919753144992,3,0,1,1,3,0,2,2,2,1,4,0,0,0,0,0
11,1,1,1,2,3,3,58,1,5,2,4,0,31,15788.501416452686,1,0,1,1,2,0,3,1,4,4,4,0,0,0,0,0
6,1,2,1,4,4,3,44,0,5,2,4,0,37,16700.66861600306,2,0,1,1,0,0,2,2,2,4,4,0,0,0,0,0
6,1,3,1,6,3,3,53,1,5,2,4,0,12,18657.48095688921,2,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
9,1,1,1,6,2,2,49,0,3,2,1,0,34,23075.22488237286,1,0,1,1,20,0,3,1,3,3,4,0,0,0,0,0
5,1,2,1,4,3,4,50,1,3,2,1,0,13,21416.19189959023,2,0,1,1,5,0,2,1,4,4,4,0,0,0,0,0
8,1,3,1,7,4,2,44,1,5,2,4,0,46,20041.102527445757,2,0,1,1,3,0,3,2,3,3,4,0,0,0,0,0
11,1,2,1,6,5,4,29,1,5,2,4,0,39,7088.33152617023,2,0,2,1,11,3,2,2,3,3,3,0,0,0,0,0
9,1,4,2,2,3,4,51,0,5,2,4,0,26,7943.642204292,2,0,1,1,0,0,2,2,4,3,4,0,0,0,0,0
11,1,4,1,6,1,2,36,0,5,2,4,0,22,8360.556474773048,3,0,1,1,8,0,2,3,3,1,3,0,0,0,0,0
10,1,5,1,2,3,3,39,1,4,2,4,0,29,49.88780392951712,3,0,1,1,5,0,3,2,3,1,4,0,0,0,0,0
7,1,2,1,5,2,3,32,1,3,2,4,0,15,9668.169423610623,1,0,1,2,4,0,2,2,3,3,4,0,0,0,0,0
10,1,3,1,5,2,4,29,0,4,2,4,0,16,64321.7397379521,2,0,1,1,1,0,1,2,4,1,3,0,0,0,0,0
11,1,2,1,5,4,3,32,1,3,2,4,0,47,16582.880790540763,3,0,1,1,1,0,2,1,4,4,4,0,0,0,0,0
9,1,2,1,6,3,3,27,1,5,2,4,0,20,13884.127931646628,2,0,2,1,3,0,2,2,1,1,3,0,0,0,0,0
8,2,1,1,6,3,4,38,1,4,2,4,0,25,27381.49006891182,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
9,1,4,1,6,5,5,45,0,5,2,4,0,77,26446.17802256439,3,0,1,1,1,0,2,3,1,4,4,0,0,0,0,0
11,1,2,1,6,5,5,35,1,5,1,4,0,14,15257.809488866787,2,0,1,1,5,0,2,2,3,3,2,0,0,0,0,0
8,1,2,1,6,4,3,62,1,5,2,4,0,11,13843.20240002399,1,0,1,1,0,0,2,2,1,3,4,0,0,0,0,0
8,1,2,1,6,4,4,43,0,4,2,1,0,19,5426.333852750587,2,0,1,1,1,0,3,2,4,4,4,0,0,0,0,0
6,1,4,1,4,2,2,40,1,3,2,4,0,20,10817.027339026032,2,0,1,1,2,0,3,2,1,4,4,0,0,0,0,0
10,1,1,1,6,4,2,30,0,5,2,4,0,27,19887.16789982589,1,0,1,1,2,1,3,1,2,3,4,0,0,0,0,0
9,1,4,2,2,2,4,41,1,5,2,4,0,25,13175.660795728896,2,0,1,1,7,0,3,2,4,4,4,0,0,0,0,0
10,1,2,1,7,2,3,54,1,4,2,4,0,16,200.60815008259303,3,0,1,1,0,0,3,2,3,3,4,0,0,0,0,0
11,1,2,1,6,5,5,32,0,4,2,4,0,32,10078.892338434163,2,0,1,1,11,0,2,2,3,1,1,0,0,0,0,0
10,1,2,1,6,5,4,56,0,4,2,4,0,27,6181.328336967807,2,0,1,1,13,0,3,2,3,3,3,0,0,0,0,0
11,1,4,1,6,2,2,33,0,4,2,4,0,10,8022.906014324614,2,0,1,1,0,0,2,3,1,4,3,0,0,0,0,0
9,1,2,1,6,5,5,33,1,5,2,4,0,18,15285.0890703419,2,0,1,1,6,0,2,2,2,1,4,0,0,0,0,0
9,1,1,1,5,3,3,33,1,5,2,4,0,21,13334.164687112125,1,0,1,2,2,0,2,1,4,2,4,0,0,0,0,0
10,1,5,1,6,4,4,50,1,4,2,4,0,30,12660.606012075055,3,0,1,1,7,0,2,2,3,3,4,0,0,0,0,0
10,1,3,1,6,4,3,44,0,5,2,4,0,49,20012.88941459488,1,0,1,1,3,0,3,1,3,3,4,0,0,0,0,0
8,1,4,1,6,2,1,35,0,4,2,2,0,6,3254.9335827598884,1,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
8,2,2,1,7,5,4,38,0,5,2,4,0,46,6964.948403621193,2,0,1,1,4,0,3,2,3,1,4,0,0,0,0,0
8,1,2,1,6,3,3,54,0,3,2,2,0,39,32818.604887189664,2,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,4,4,4,54,0,5,2,4,0,42,14848.481988182266,2,0,1,1,1,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,1,2,2,48,0,4,2,1,0,7,3233.7053640109634,1,0,1,1,12,0,3,2,3,4,4,0,0,0,0,0
7,1,1,1,6,2,2,50,0,5,2,4,0,17,9418.5086131077,1,0,1,1,1,0,2,1,3,4,4,0,0,0,0,0
6,1,2,1,1,5,5,44,1,5,2,4,0,29,17994.113494554742,2,0,1,2,2,0,2,2,4,1,4,0,0,0,0,0
8,1,1,1,4,1,1,56,1,5,2,4,0,19,1535.350153583368,2,0,1,1,2,0,2,1,2,3,4,0,0,0,0,0
11,1,3,1,2,1,3,40,1,4,2,4,0,80,15859.250530081688,1,0,1,1,11,2,2,1,4,4,4,0,0,0,0,0
11,1,4,1,6,5,4,50,0,4,2,4,0,39,14867.292888046111,4,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
8,1,3,1,6,3,2,64,0,5,2,4,0,25,9476.16022983227,1,0,1,1,3,0,2,3,4,1,4,0,0,0,0,0
11,1,3,1,6,4,5,44,0,5,2,4,0,19,7262.46972479546,2,0,1,1,9,0,2,2,2,4,4,0,0,0,0,0
7,1,1,1,1,4,3,46,1,3,2,4,0,25,16590.508744882172,2,0,1,1,14,0,2,1,4,4,4,0,0,0,0,0
10,1,2,1,6,5,3,53,0,5,2,4,0,79,11607.230088994162,2,0,1,1,11,0,2,2,4,4,4,0,0,0,0,0
11,1,4,1,6,4,2,43,0,5,2,4,0,228,7560.087947572128,3,0,1,1,1,1,2,2,3,3,4,0,1,0,0,0
8,1,3,1,4,4,3,34,1,5,2,4,0,19,12849.92362363156,2,0,1,1,13,0,2,2,2,1,4,0,0,0,0,0
5,1,4,1,5,3,4,52,1,5,2,4,0,46,21224.987744493366,2,0,1,1,3,0,3,2,4,4,4,0,0,0,0,0
10,1,2,1,7,4,4,43,0,4,2,4,0,23,5278.987292840437,3,0,1,1,6,0,3,2,3,4,4,0,0,0,0,0
7,1,2,1,6,2,2,50,0,5,2,4,0,39,10655.148639243418,2,0,1,1,1,0,2,2,1,4,4,0,0,0,0,0
8,1,1,1,6,4,3,66,1,5,2,4,0,8,2713.6735481212763,3,0,1,1,3,0,3,1,3,1,4,0,0,0,0,0
9,1,3,1,6,1,2,41,1,2,2,2,0,13,11864.03186974278,3,0,1,1,1,0,2,3,4,3,4,0,0,0,0,0
6,1,2,1,5,4,3,58,1,5,2,4,0,9,4802.604685560193,3,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,3,1,1,5,5,50,1,4,2,4,0,65,15037.392500055634,3,0,1,1,12,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,6,4,4,52,1,4,2,4,0,11,2885.362700174284,1,0,1,1,2,0,2,1,3,3,2,0,0,0,0,0
10,2,3,1,7,5,3,39,0,5,2,4,0,41,14193.123499294514,2,0,1,1,0,0,2,2,2,1,4,0,0,0,0,0
9,1,2,1,1,4,2,54,1,3,2,4,0,15,22676.42381141676,2,0,1,1,6,0,3,2,3,4,4,0,0,0,0,0
11,1,2,1,6,3,3,49,1,5,2,4,0,5,4725.253131477476,2,0,1,1,1,0,2,1,3,4,4,0,0,0,0,0
8,1,2,1,7,4,3,40,1,5,2,4,0,17,20201.989266161003,2,0,1,1,0,0,3,2,3,2,4,0,0,0,0,0
8,1,2,1,4,1,1,51,1,5,2,4,0,25,1509.4454760688484,3,0,1,1,4,0,2,2,3,3,3,0,0,0,0,0
6,1,1,1,6,2,3,63,0,4,2,4,0,13,6600.756561560357,1,0,1,1,1,0,2,1,4,1,4,0,0,0,0,0
11,1,3,2,1,4,2,51,1,5,2,4,0,26,22135.13756728127,4,0,1,1,5,0,2,2,3,1,4,0,0,0,0,0
8,1,2,1,6,2,2,53,0,5,2,4,0,32,6323.117400975479,4,0,1,1,5,0,2,2,4,4,3,0,0,0,0,0
9,1,4,1,6,3,4,54,0,5,2,4,0,23,7939.046146222997,1,0,1,1,1,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,4,3,3,40,1,5,2,4,0,20,11804.9982794785,2,0,1,1,1,0,2,2,3,3,4,0,0,0,0,0
8,1,3,1,6,4,4,50,1,3,2,4,0,31,14765.017430428556,3,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
9,1,1,1,6,4,2,50,1,5,2,4,0,10,12271.445031177218,1,0,2,1,14,0,2,1,4,2,4,0,0,0,0,0
10,1,3,1,4,2,3,45,1,5,2,4,0,64,19961.43008098821,2,0,1,1,4,0,2,2,3,3,3,0,0,0,0,0
8,1,4,1,7,3,3,33,1,4,2,2,0,42,30810.14965679193,1,1,1,1,6,0,2,2,1,4,4,0,0,0,0,0
6,1,2,1,2,5,4,44,1,4,2,4,0,25,5588.3644244437455,2,0,1,1,3,0,3,2,4,2,4,0,0,0,0,0
2,1,3,1,6,3,3,49,1,5,2,4,0,28,12471.662859215136,2,0,2,1,1,0,2,2,4,1,2,0,0,0,0,0
7,1,3,1,6,5,3,43,0,5,2,4,0,17,10632.811494381214,2,1,1,1,2,1,3,2,4,4,4,0,0,0,0,0
8,1,2,1,6,5,4,55,0,5,2,4,0,18,4360.114612595933,2,0,1,1,1,0,2,2,3,2,4,0,0,0,0,0
7,1,2,1,5,2,2,28,1,5,2,4,0,19,12150.643820528603,3,0,2,1,11,0,2,2,4,3,4,0,0,0,0,0
7,1,3,1,5,3,4,47,1,5,2,4,0,51,17652.714066412795,1,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,6,3,3,55,1,5,2,4,0,13,13310.955151948428,1,0,1,1,2,0,2,1,2,4,4,0,0,0,0,0
11,1,2,1,6,5,2,59,0,5,2,4,0,55,7281.41311604292,1,0,2,1,3,0,2,2,3,4,4,0,0,0,0,0
10,1,1,1,5,4,4,44,0,5,2,4,0,51,11456.252227641322,1,0,1,1,14,0,2,1,1,1,4,0,0,0,0,0
11,1,3,1,6,4,3,51,1,5,2,4,0,49,14370.80437058048,3,0,2,1,33,0,2,2,3,3,4,0,0,0,0,0
8,1,2,1,6,4,2,52,1,4,2,1,0,42,23191.089886804268,3,0,1,1,16,0,3,2,3,3,4,0,0,0,0,0
7,1,2,1,6,2,2,33,0,5,2,4,0,35,9584.311769058548,2,0,1,1,5,0,2,2,1,1,3,0,0,0,0,0
6,1,1,1,4,5,3,54,1,5,2,4,0,9,10941.209217793608,1,0,1,1,7,0,2,1,2,4,4,0,0,0,0,0
6,1,1,1,1,1,2,61,0,5,2,4,0,10,1543.9466009000726,2,0,1,1,3,0,3,1,2,3,4,0,0,0,0,0
11,1,1,1,6,4,3,48,1,4,2,4,0,29,16258.302237115477,1,0,1,2,0,0,2,1,2,3,4,0,0,0,0,0
6,1,1,1,6,4,3,65,0,5,2,4,0,41,13533.04481175902,1,0,1,1,1,0,3,1,4,1,4,0,0,0,0,0
11,1,1,1,6,5,3,55,1,5,2,4,0,12,2735.372419272381,2,0,1,1,1,0,2,1,3,1,4,0,0,0,0,0
11,1,2,1,2,5,4,44,0,5,2,4,0,17,17098.15555280573,1,0,1,1,3,0,3,2,4,1,4,0,0,0,0,0
7,1,3,1,5,3,4,49,1,5,2,4,0,17,17728.164536089564,1,0,1,1,6,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,6,3,2,59,0,4,2,4,0,28,12985.11634384174,2,0,1,1,5,2,3,2,2,3,4,0,0,0,0,0
10,1,3,1,6,4,4,50,1,5,2,4,0,21,5568.479840861291,3,0,2,1,9,0,3,3,4,1,4,0,0,0,0,0
8,1,2,1,4,1,3,56,0,5,2,4,0,18,12688.706354437132,2,0,1,1,7,0,2,2,3,1,4,0,0,0,0,0
8,1,3,1,7,4,3,43,1,5,2,4,0,24,20208.735552774484,2,0,1,1,1,0,3,2,3,3,4,0,0,0,0,0
10,1,2,1,5,1,2,28,1,3,2,4,0,41,19500.99736720426,2,0,2,1,3,0,2,2,4,1,4,0,0,0,0,0
8,1,1,1,4,5,4,48,1,5,2,4,0,23,10917.389203573728,2,0,1,1,12,1,2,1,2,4,4,0,0,0,0,0
8,1,3,1,6,1,3,50,1,5,2,4,0,29,2623.728859235546,2,0,2,1,0,0,3,2,3,1,2,0,0,0,0,0
7,1,4,1,1,2,2,39,1,5,2,4,0,10,21149.158823282884,2,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,2,3,3,56,1,4,2,4,0,52,15801.962416466878,3,0,1,1,7,0,2,2,4,3,3,0,0,0,0,0
11,1,2,1,2,3,4,56,0,4,2,4,0,61,39979.372718045495,3,0,2,1,1,0,2,2,4,3,4,0,0,0,0,0
10,1,2,1,5,2,4,32,0,4,2,4,0,48,117701.8269650046,2,0,1,1,15,0,1,2,4,1,4,0,0,0,0,0
8,1,2,1,6,2,2,59,0,5,2,4,0,38,33055.896864400784,2,0,1,1,6,0,2,2,4,4,4,0,0,0,0,0
8,1,1,1,1,4,2,62,0,5,2,4,0,9,1510.7857000298904,2,0,1,1,4,0,2,1,3,3,4,0,0,0,0,0
7,1,2,1,5,2,2,41,1,4,2,4,0,54,24192.145341376174,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
9,1,3,1,5,3,4,49,1,5,2,4,0,22,17717.354645747295,1,0,1,1,6,0,2,2,2,1,4,0,0,0,0,0
10,1,2,1,6,5,4,56,1,4,2,4,0,29,6125.071070135934,2,0,1,1,5,0,2,2,4,3,4,0,0,0,0,0
10,1,3,1,2,4,3,46,1,5,2,4,0,34,5886.779628727688,1,1,2,1,0,0,2,2,2,1,4,0,0,0,0,0
7,1,1,1,6,2,3,52,0,5,2,4,0,24,10674.730183970967,1,0,1,1,11,0,1,1,1,1,4,0,1,0,0,0
11,1,1,1,6,1,1,52,0,5,2,4,0,33,8318.22030498099,1,0,1,1,5,0,2,1,3,4,4,0,0,0,0,0
7,1,2,1,7,2,4,24,1,3,2,4,0,37,43935.95994287948,3,0,2,1,1,0,2,2,4,3,4,0,0,0,0,0
8,1,2,1,5,5,4,64,0,4,2,4,0,13,6256.607256783051,2,0,1,1,16,0,2,2,3,3,3,0,0,0,0,0
11,1,4,1,6,4,3,42,1,5,2,4,0,22,14319.170900957322,3,0,2,1,25,0,2,2,3,3,4,0,0,0,0,0
11,1,3,1,6,2,3,49,1,5,2,4,0,23,8428.685136702992,2,0,1,1,1,0,2,3,3,1,3,0,0,0,0,0
9,1,3,1,6,1,2,42,1,5,2,2,0,11,11875.720724721294,3,0,1,1,1,0,2,3,4,1,4,0,0,0,0,0
11,1,1,1,6,5,3,53,1,5,2,4,0,12,2740.633040670329,2,0,1,1,2,0,2,1,3,1,4,0,0,0,0,0
8,1,2,1,6,4,4,43,0,4,2,1,0,16,5438.285987271667,2,0,1,1,0,0,3,2,4,4,4,0,0,0,0,0
7,1,3,1,6,2,2,52,0,5,2,4,0,38,10206.65531776977,2,0,1,1,6,1,2,2,2,3,4,0,0,0,0,0
10,1,2,1,5,1,4,52,0,5,2,4,0,16,12681.12059204022,2,0,1,1,7,0,2,2,3,1,4,0,0,0,0,0
8,1,2,1,6,4,4,38,0,3,2,4,0,30,13658.63785259748,1,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
11,1,3,1,5,5,4,46,0,5,2,4,0,37,19280.719119937512,3,0,1,1,2,0,2,2,4,3,4,0,0,0,0,0
6,1,3,1,1,5,4,44,0,5,2,4,0,7,10335.470628161287,2,0,1,1,10,0,2,2,2,3,4,0,0,0,0,0
7,1,3,1,6,2,4,61,0,5,2,4,0,30,9479.007590088611,2,0,1,1,3,0,2,3,3,4,4,0,0,0,0,0
6,1,3,2,1,1,2,48,1,5,2,4,0,34,22030.418298477947,3,0,1,1,5,0,2,2,4,3,4,0,0,0,0,0
11,1,2,1,5,4,3,41,0,5,2,4,0,32,16587.921342337464,3,0,1,1,9,0,2,1,4,2,4,0,0,0,0,0
11,1,2,1,1,4,3,40,1,5,2,4,0,73,16652.560707578963,2,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
9,1,2,1,4,2,3,40,0,4,2,4,0,33,13819.651017426771,2,0,1,1,3,0,2,2,3,3,3,0,0,0,0,0
11,1,2,1,6,4,4,37,1,5,2,4,0,45,15430.004196580596,2,0,1,1,4,0,2,1,4,1,4,0,0,0,0,0
11,1,4,1,6,1,2,35,0,5,2,4,0,24,8369.662790836504,3,0,1,1,6,0,2,3,3,3,3,0,0,0,0,0
7,1,4,1,6,4,4,45,0,5,2,4,0,14,17078.285801050657,2,0,2,1,0,0,2,2,2,3,4,0,0,0,0,0
11,1,2,1,6,4,2,56,0,5,2,4,0,15,8169.514244917612,2,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
9,1,2,1,5,4,2,60,0,4,2,4,0,34,10223.34778526033,2,0,1,1,7,0,3,2,2,1,4,0,0,0,0,0
9,1,3,1,6,3,3,46,1,5,2,4,0,41,13995.122393823973,3,0,2,1,3,0,2,2,3,1,3,0,0,0,0,0
10,1,1,1,5,5,3,40,0,5,2,4,0,30,11368.756442445583,1,0,1,1,1,0,2,1,1,1,4,0,0,0,0,0
8,1,1,1,2,2,3,43,0,5,2,4,0,3,1967.609142019454,1,0,1,1,4,0,3,1,3,1,3,0,0,0,0,0
9,1,1,1,6,2,2,33,1,5,2,4,0,42,12370.084347001532,2,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
7,1,2,1,1,4,2,53,0,4,2,4,0,16,21080.63446725338,3,0,1,1,0,0,3,2,4,3,4,0,0,0,0,0
8,1,2,1,6,4,3,68,1,5,2,4,0,10,2708.3833521649094,3,0,1,1,2,0,3,2,3,1,4,0,0,0,0,0
8,1,1,1,4,1,5,63,0,5,2,4,0,14,3021.5177069675624,1,0,1,1,0,0,2,1,4,3,4,0,0,0,0,0
8,1,2,1,6,3,4,63,0,5,2,4,0,32,7916.980122174466,1,0,1,1,6,0,2,2,2,4,4,0,0,0,0,0
6,1,4,1,5,4,4,40,1,5,2,4,0,21,4881.136403305565,2,0,2,1,3,3,2,2,4,1,3,0,0,0,0,0
7,1,3,1,6,4,5,43,1,4,2,4,0,7,2130.8038049444144,2,0,1,1,12,2,2,2,4,1,4,0,0,0,0,0
10,1,1,1,6,5,3,58,0,4,2,4,0,9,5143.033371327937,2,0,2,1,3,0,3,1,3,4,3,0,0,0,0,0
6,1,1,1,4,4,3,53,1,5,2,4,0,8,10938.241201191428,1,0,1,1,13,1,3,1,3,1,4,0,0,0,0,0
7,1,1,1,5,2,2,63,1,5,2,4,0,31,21100.869911753733,3,0,1,1,2,0,3,1,4,1,4,0,0,0,0,0
9,1,2,1,6,3,3,44,1,4,2,4,0,25,12436.473105197803,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,2,5,4,36,0,4,2,4,0,33,4036.619134018777,3,0,2,1,3,0,2,2,2,1,4,0,0,0,0,0
