Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
9,1,5,1,4,2,2,49,1,4,2,4,0,35,3250.82099100437,3,0,1,1,2,0,2,3,4,4,2,0,0,0,0,0
7,1,2,1,2,1,1,40,1,3,2,2,0,45,18229.9841129724,2,0,1,1,1,0,2,2,4,3,4,0,0,0,0,0
6,1,3,1,5,3,2,26,0,2,2,3,0,10,20815.1071919231,2,1,2,1,0,0,3,2,4,4,4,0,0,0,0,0
7,1,2,1,5,4,4,64,1,3,2,1,0,70,2745.66206121492,2,0,2,2,4,0,2,2,4,4,4,0,0,0,0,0
3,2,1,1,2,2,3,25,1,4,2,4,0,3,8411.12278764454,1,0,1,2,5,4,2,1,1,1,3,0,0,0,0,0
7,1,2,1,6,3,2,55,0,5,2,4,0,10,7272.96648381433,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
6,2,2,1,5,5,5,29,0,5,2,4,0,10,8968.8099365063,2,0,2,1,0,0,2,2,3,2,1,0,0,0,0,0
3,1,1,1,6,2,3,65,1,5,2,4,0,25,11067.1354706827,1,0,1,2,30,0,2,1,1,4,3,0,0,0,0,0
5,1,1,1,2,1,1,49,1,4,1,1,0,35,8073.83595618268,1,0,1,2,14,2,2,1,4,4,1,0,0,0,0,0
11,1,4,1,5,5,5,50,1,4,2,4,0,20,20391.0614805209,4,0,2,1,7,0,3,3,3,3,3,0,0,0,0,0
7,1,2,1,6,5,4,51,0,5,2,4,0,25,13468.7730525181,2,0,1,2,5,0,2,2,4,3,1,0,0,0,0,0
6,2,3,1,4,3,2,50,1,3,2,4,0,25,9619.34480047189,2,0,1,1,22,0,2,3,4,1,2,0,0,0,0,0
5,1,1,1,3,1,2,52,1,2,2,3,0,2,6879.0805746841,1,0,1,1,7,0,3,1,4,1,2,0,0,0,0,0
8,1,4,2,1,5,4,32,1,5,2,4,0,15,18763.898028633,2,0,1,1,5,0,2,2,2,3,3,0,0,0,0,0
5,1,1,2,1,3,3,53,0,2,2,3,0,20,5815.92413412257,3,0,1,1,14,0,2,1,4,4,4,0,0,0,0,0
7,1,2,2,2,3,3,51,1,4,2,1,0,15,5981.81015203902,6,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
7,1,6,1,6,5,5,25,1,5,2,4,0,45,25301.0652224845,5,0,3,1,0,0,3,6,2,1,4,1,0,0,0,0
8,2,2,1,5,2,3,38,0,4,2,1,0,23,17932.8301549896,2,0,2,1,20,2,2,2,4,3,3,0,0,0,0,0
5,1,2,1,6,4,3,38,1,3,2,2,0,15,23926.691997872,1,1,1,1,0,0,2,1,4,1,4,1,0,0,0,0
5,1,3,1,6,2,3,41,1,4,2,1,0,20,7593.99988690426,3,0,1,1,4,0,2,2,1,1,3,0,0,0,0,0
7,2,4,1,5,4,4,24,0,2,2,1,0,60,29944.7720476374,4,0,3,1,0,0,2,4,4,1,2,0,0,0,0,0
11,1,1,1,8,5,5,63,0,4,2,4,0,40,34774.1155808891,2,0,1,1,2,0,1,1,3,4,4,0,1,0,0,0
8,1,4,2,2,4,2,43,1,2,2,2,0,25,12267.1309883045,3,0,2,1,7,0,2,2,4,3,4,0,0,0,0,0
6,1,2,1,3,3,5,35,1,3,2,4,0,10,6576.59718880657,3,0,2,1,15,0,2,2,2,3,4,0,0,0,0,0
6,1,2,1,5,2,2,67,1,5,2,4,0,30,3176.39183832281,3,0,2,2,21,0,3,2,4,1,4,0,0,0,0,0
3,1,4,2,1,1,1,62,1,2,2,1,0,20,10312.8124284237,4,0,1,1,0,0,2,3,4,1,4,0,0,0,0,0
8,1,6,2,2,3,3,29,0,5,2,4,0,15,200000.0,2,3,1,1,0,0,3,2,2,3,4,0,0,0,0,0
6,1,3,2,2,2,3,58,1,3,2,2,0,45,3132.89087517049,4,0,3,1,0,0,2,3,2,3,4,0,0,0,0,0
6,1,2,2,1,2,2,63,1,3,2,4,0,25,16164.5126588144,4,0,2,1,6,0,2,2,4,3,2,0,0,0,0,0
7,1,5,1,5,3,2,32,1,4,2,4,0,40,24326.7143219202,2,3,2,2,0,0,2,2,4,4,4,0,0,0,0,0
7,1,4,1,4,3,3,63,0,5,2,4,0,15,3934.2672884733,3,0,1,1,0,0,2,4,4,3,4,0,0,0,0,0
7,1,3,2,2,2,4,37,1,4,1,4,0,15,19228.7940321283,2,0,1,2,4,0,2,2,4,4,4,0,0,0,0,0
4,2,2,1,4,1,2,25,1,3,2,1,0,15,14034.4038910213,2,0,1,2,4,2,3,2,4,1,3,0,0,0,0,0
8,1,1,1,4,4,4,42,0,5,2,4,0,45,41623.6695781727,2,0,1,1,6,0,2,1,1,2,4,0,0,0,0,0
6,1,4,2,1,1,5,51,1,3,2,2,0,10,15134.5995075222,4,0,1,1,5,0,2,4,2,4,4,0,0,0,0,0
11,1,2,2,2,2,2,53,0,3,2,4,0,5,22860.0,4,0,1,1,0,0,2,2,4,1,3,0,0,0,0,0
3,1,1,1,2,5,4,63,1,4,2,3,0,12,7115.20114580992,2,0,1,1,5,4,3,1,2,1,3,0,0,0,0,0
8,1,2,2,2,3,3,48,1,5,2,4,0,3,4025.00519977273,2,0,1,1,2,0,2,2,1,4,4,0,0,0,0,0
8,1,3,2,1,2,2,26,1,4,2,4,0,15,12267.5492333426,3,1,7,1,3,0,2,2,4,4,4,0,0,0,0,0
8,1,2,2,2,2,4,31,0,4,2,1,0,15,12065.6922843433,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
6,1,3,1,4,1,1,50,1,3,2,2,0,15,4548.99187864624,2,0,1,1,17,0,3,3,4,1,4,0,0,0,0,0
9,1,3,1,6,2,2,24,0,4,2,1,0,10,7350.03417738083,4,0,3,2,0,0,2,3,3,3,2,0,0,0,0,0
8,1,2,2,1,2,3,42,0,4,2,1,0,40,13892.3504955354,4,0,2,1,5,4,3,2,4,4,4,0,0,0,0,0
10,2,3,1,6,3,4,39,0,3,2,4,0,16,14389.9814031012,3,0,2,1,2,0,2,2,4,3,1,0,0,0,0,0
6,1,4,1,5,2,2,38,1,3,2,4,0,50,25763.119859096845,2,0,1,1,3,0,2,2,2,1,4,0,0,0,0,0
8,1,1,1,6,3,3,36,0,5,2,4,0,30,13613.820760133847,1,0,1,1,1,0,2,1,4,4,4,0,0,0,0,0
6,1,2,1,5,4,3,43,1,4,2,1,0,19,16020.45656203446,2,0,1,1,6,0,2,2,1,3,4,0,0,0,0,0
8,1,1,1,1,4,5,27,1,5,2,4,0,10,20863.137707846585,1,0,1,1,28,0,3,1,4,3,4,0,0,0,0,0
9,1,2,1,2,1,3,43,1,4,2,4,0,21,13196.927672374875,2,0,1,1,3,0,3,2,4,3,4,0,0,0,0,0
3,1,3,1,6,4,4,45,0,4,2,4,0,57,5236.692143890971,2,0,1,1,10,0,3,2,1,4,3,0,0,0,0,0
11,1,1,1,2,3,3,49,1,4,2,4,0,36,15712.199531646696,1,0,1,1,4,0,2,1,4,3,3,0,0,0,0,0
11,1,2,1,7,2,2,61,0,5,2,4,0,32,14190.768381605878,3,0,1,1,12,0,2,2,4,4,4,0,1,0,0,0
7,1,2,1,2,2,3,56,0,2,2,4,0,67,39949.29146236137,3,0,2,1,1,0,2,2,4,3,4,0,0,0,0,0
8,1,2,1,3,5,4,36,1,5,2,4,0,37,7003.046027264935,2,0,2,1,3,0,3,2,3,3,4,0,0,0,0,0
8,1,2,1,4,4,4,39,1,5,2,4,0,39,18072.54687792765,2,0,1,1,1,0,2,2,4,1,4,0,0,0,0,0
6,1,2,1,4,5,4,50,1,4,2,4,0,16,5572.50687029422,2,0,1,1,1,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,2,5,4,60,0,5,2,4,0,27,18945.389797716325,2,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,5,5,4,36,1,5,2,4,0,37,7086.938734295189,3,0,2,1,6,4,2,2,3,3,3,0,0,0,0,0
10,1,2,1,6,5,3,37,0,5,2,4,0,39,11561.19481130568,2,0,1,1,21,0,2,2,4,4,4,0,0,0,0,0
7,1,1,1,5,4,4,53,1,5,2,4,0,11,1906.305955072624,1,0,1,1,0,0,2,1,4,1,4,0,0,0,0,0
6,1,2,1,4,2,3,67,1,5,2,1,0,17,9777.862328795489,2,0,1,2,1,0,3,2,3,1,4,0,0,0,0,0
9,1,2,1,6,2,3,29,1,4,2,4,0,19,13872.116887186869,2,0,1,1,2,0,3,2,1,1,4,0,0,0,0,0
8,1,5,1,5,1,3,48,0,5,2,4,0,28,12657.06405469856,3,0,1,1,7,0,2,2,3,1,4,0,0,0,0,0
11,1,4,1,6,4,3,38,1,5,2,4,0,48,14360.623860542542,4,0,2,1,27,0,2,2,3,3,4,0,0,0,0,0
10,1,2,1,5,5,3,40,0,5,2,4,0,132,5094.813726836736,2,0,1,1,11,0,3,2,3,4,3,0,0,0,0,0
6,1,2,1,5,4,3,49,1,5,2,4,0,8,4784.893552813917,1,0,2,1,1,0,2,1,4,1,4,0,0,0,0,0
8,1,3,1,6,1,3,52,1,5,2,4,0,26,2641.512721318195,2,0,2,1,0,0,3,2,3,1,2,0,0,0,0,0
6,1,3,1,7,2,2,37,0,4,2,4,0,45,30618.22679496874,2,1,1,1,5,0,3,2,2,4,4,0,0,0,0,0
8,1,2,1,7,4,3,65,1,4,2,4,0,11,2714.7640446771434,2,0,1,1,1,0,3,2,3,1,4,0,0,0,0,0
11,1,3,1,2,3,4,62,0,4,2,4,0,37,19087.0202461246,3,0,1,1,2,0,2,3,4,3,2,0,0,0,0,0
8,1,3,1,5,2,4,33,1,5,2,4,0,40,24244.717833656832,2,1,1,1,0,0,1,2,4,4,4,0,0,0,0,0
9,1,2,1,6,3,4,57,1,4,2,4,0,35,7840.713888738031,1,0,1,1,8,0,2,2,4,1,4,0,0,0,0,0
8,1,4,1,4,2,3,58,1,3,2,4,0,29,9822.01840866959,3,0,1,1,0,0,2,3,4,1,4,0,0,0,0,0
8,1,5,1,4,5,4,33,1,4,2,4,0,45,5608.232346031878,5,0,1,1,18,0,3,5,4,2,2,0,0,0,0,0
10,1,2,1,5,4,4,48,0,4,2,4,0,39,5182.774984971931,3,0,1,1,3,1,3,2,3,4,4,0,0,0,0,0
5,1,3,1,4,1,3,45,1,5,2,4,0,17,3011.429897633752,3,0,1,1,5,0,2,3,4,1,4,0,0,0,0,0
9,1,2,1,1,4,2,40,1,5,2,4,0,19,11823.155565068257,2,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,5,4,2,28,0,5,2,4,0,41,10192.041607784991,2,0,1,1,4,0,2,2,2,3,4,0,0,0,0,0
9,1,4,1,6,5,5,44,0,5,2,4,0,88,26460.840302652727,3,0,1,1,0,0,2,3,1,3,4,0,0,0,0,0
11,1,2,1,6,3,4,53,0,4,2,4,0,7,12498.369807961648,4,0,2,1,4,0,2,2,3,1,4,0,0,0,0,0
9,1,3,1,4,3,4,47,1,5,2,4,0,57,17640.47470687546,1,0,1,1,5,0,2,2,3,1,4,0,0,0,0,0
7,1,2,1,4,4,3,60,0,4,2,4,0,15,40022.04554620574,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
8,1,3,1,3,1,2,43,0,5,2,4,0,6,21248.21226717146,1,0,1,1,3,0,3,1,4,2,4,0,0,0,0,0
10,1,2,1,6,4,2,52,0,5,2,4,0,45,8873.393635560602,2,0,1,1,1,0,2,2,4,3,4,0,0,0,0,0
11,1,3,1,2,4,4,38,0,5,2,4,0,17,17211.698469996314,1,0,1,1,4,0,2,1,4,4,4,0,0,0,0,0
8,1,2,1,6,4,3,52,1,5,2,4,0,16,11033.069165518667,5,0,1,1,3,0,2,2,1,4,3,0,0,0,0,0
10,1,1,1,6,5,3,60,0,4,2,4,0,15,5131.282205908741,1,0,2,1,4,0,3,1,1,4,3,0,0,0,0,0
11,2,4,1,6,2,3,38,1,5,2,4,0,41,14339.246102148449,3,0,2,1,5,0,2,2,3,3,4,0,0,0,0,0
11,1,1,1,7,4,3,33,0,5,2,4,0,41,16716.69943466756,1,0,2,1,4,0,2,1,2,3,4,0,0,0,0,0
7,1,3,1,6,4,4,33,0,5,2,4,0,62,9481.598199919612,2,0,1,1,6,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,5,4,3,52,0,5,2,4,0,82,5752.982895054118,2,0,2,1,6,3,2,2,4,1,4,0,0,0,0,0
6,1,2,1,2,1,2,53,1,4,2,4,0,23,19399.22688604595,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
9,1,2,2,2,2,2,44,1,4,2,4,0,21,13206.516658836568,2,0,1,1,3,0,3,2,4,3,4,0,0,0,0,0
8,1,2,1,7,4,2,55,0,5,2,4,0,36,2504.057104402705,2,0,1,1,12,0,2,2,3,1,4,0,0,0,0,0
8,1,2,1,7,2,2,56,1,5,2,4,0,36,19783.642253484093,3,0,2,1,1,0,2,2,4,2,4,0,0,0,0,0
6,1,2,1,1,3,1,50,0,5,2,4,0,23,10300.985366875257,2,0,1,1,5,0,2,2,4,3,4,0,0,0,0,0
10,1,2,1,6,2,3,37,1,5,2,4,0,34,11564.13506818965,2,0,1,1,21,0,2,2,3,4,4,0,0,0,0,0
9,1,3,1,4,3,3,46,1,4,2,4,0,32,12468.54557681716,2,0,1,1,1,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,5,4,3,49,0,5,2,4,0,35,12185.967868738726,3,0,1,1,7,0,2,2,4,1,4,0,0,0,0,0
8,1,5,1,4,4,3,49,1,5,2,4,0,24,18149.8872914536,3,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
11,1,1,1,6,2,3,50,1,5,1,4,0,29,16255.361112260887,1,0,1,1,0,0,2,1,3,3,4,0,0,0,0,0
6,1,1,1,2,2,2,48,1,5,2,4,0,26,25760.3373375256,2,0,2,1,1,0,2,1,4,4,4,0,0,0,0,0
8,1,5,1,2,5,4,30,1,4,2,4,0,41,5624.7015141921,5,0,1,1,14,0,2,4,4,2,4,0,0,0,0,0
8,1,2,1,6,4,3,52,1,5,2,4,0,40,12890.17313803971,2,0,1,1,20,0,3,1,1,1,3,0,0,0,0,0
8,1,1,1,6,2,3,64,1,4,2,4,0,10,11063.823225801269,1,0,1,1,3,0,2,1,4,4,3,0,0,0,0,0
11,1,2,1,6,3,4,51,0,5,2,4,0,32,7764.114466976952,2,0,1,1,2,0,2,2,4,2,4,0,1,0,0,0
10,1,1,1,6,4,2,31,0,5,2,4,0,25,19895.446436279344,1,0,1,1,1,0,3,1,3,3,4,0,0,0,0,0
11,1,3,1,2,4,3,41,1,4,2,4,0,39,37492.436974830656,1,0,2,1,9,0,2,1,4,4,3,0,0,0,0,0
8,1,3,1,4,4,4,34,1,5,2,4,0,27,12806.89417403318,2,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,6,3,3,44,1,4,2,4,0,25,12437.358269438895,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,4,4,3,60,0,5,2,4,0,22,3011.5042990796937,3,0,1,1,19,0,2,1,3,3,4,0,0,0,0,0
11,1,5,1,6,2,3,39,1,5,2,4,0,28,8399.681034169611,3,0,1,1,2,1,2,4,3,1,3,0,0,0,0,0
8,2,4,1,5,2,3,40,0,5,2,4,0,14,11377.640216303458,2,0,1,1,2,0,3,2,4,1,4,0,0,0,0,0
8,1,2,1,1,4,4,50,1,5,2,4,0,10,24149.367093385958,3,0,1,1,6,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,6,2,3,55,1,4,2,4,0,16,11033.428965281752,5,0,1,1,3,0,2,2,2,4,4,0,0,0,0,0
7,1,2,1,1,3,4,59,1,5,2,4,0,10,17826.854619906982,1,0,1,1,15,0,2,2,3,1,4,0,0,0,0,0
7,1,3,1,6,2,2,31,0,3,2,4,0,15,9502.508339387752,2,0,1,1,0,0,2,2,1,1,3,0,0,0,0,0
9,1,2,1,6,2,2,50,0,3,2,1,0,76,23212.61409297944,1,0,1,1,13,0,3,2,4,1,4,0,0,0,0,0
9,1,2,1,2,2,2,62,0,4,2,4,0,29,13157.035153935178,2,0,1,1,4,0,3,2,4,3,4,0,0,0,0,0
7,1,2,1,6,5,4,52,0,4,2,4,0,12,2859.8658754169837,3,0,1,1,4,0,2,2,4,4,2,0,0,0,0,0
11,1,3,1,6,5,5,21,1,5,2,4,0,22,9877.721066493525,3,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
11,1,1,1,6,5,3,51,1,5,2,4,0,12,2745.3698024002574,2,0,1,1,2,0,2,1,3,1,4,0,0,0,0,0
8,1,3,1,6,1,3,50,1,5,2,4,0,29,2610.3252189979626,1,0,2,1,3,0,3,1,3,1,2,0,0,0,0,0
5,1,3,1,6,3,5,41,1,3,2,4,0,27,27365.700808037556,2,0,1,1,2,0,2,2,3,4,4,0,0,0,0,0
8,1,3,1,4,4,3,45,1,5,2,4,0,18,12861.587204098234,2,0,1,1,10,0,2,2,2,1,4,0,0,0,0,0
11,1,2,1,6,4,4,38,0,5,2,4,0,27,5419.064149016168,2,0,1,1,5,0,3,2,4,4,4,0,0,0,0,0
8,1,2,1,6,4,4,55,0,4,2,4,0,32,13793.40385743556,2,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,6,5,5,48,0,5,2,4,0,27,7309.8973774249025,2,0,2,1,2,0,2,2,3,4,4,0,0,0,0,0
9,1,2,1,5,3,3,45,1,5,2,4,0,27,13317.118916992653,1,0,1,1,0,0,2,1,2,4,4,0,0,0,0,0
9,1,2,1,5,2,4,41,1,5,2,4,0,25,13206.742647236482,2,0,1,1,2,0,3,1,4,4,4,0,0,0,0,0
8,1,4,1,5,3,2,41,1,4,2,4,0,53,24474.43597455196,2,1,1,1,0,0,2,2,4,3,4,0,0,0,0,0
8,1,4,1,4,1,5,36,1,5,2,4,0,24,3017.428288671068,3,0,1,1,6,0,2,3,3,3,4,0,0,0,0,0
10,1,3,1,7,3,4,31,0,4,2,4,0,37,105157.85469325162,2,0,1,1,1,0,3,2,4,1,4,0,0,0,0,0
10,1,3,1,4,4,3,44,0,5,2,4,0,23,3039.966299800737,4,0,1,1,0,0,2,3,3,1,4,0,0,0,0,0
7,1,2,1,5,2,2,30,1,5,2,4,0,27,12084.686211817529,3,0,1,1,6,0,2,2,3,3,3,0,0,0,0,0
10,1,2,1,8,2,3,54,1,5,2,4,0,50,19789.71730914845,3,0,1,1,1,0,2,2,3,3,4,0,0,0,0,0
6,1,3,1,5,4,4,47,1,5,2,4,0,12,4953.875053540804,3,0,2,1,4,1,2,2,4,1,4,0,0,0,0,0
8,1,2,1,7,1,2,39,0,5,2,4,0,73,2529.2003482233317,2,0,1,1,0,0,2,2,3,4,4,0,0,0,0,0
7,1,2,1,7,5,5,35,0,4,2,4,0,19,3970.7814954930186,2,0,1,1,6,0,3,2,4,1,4,0,0,0,0,0
11,1,3,1,5,4,3,30,0,5,2,4,0,44,16609.667586575702,4,0,1,1,0,0,2,2,4,2,4,0,0,0,0,0
10,1,3,1,2,2,2,48,1,4,2,4,0,21,130.6105492631989,3,0,1,1,2,0,3,2,3,1,4,0,0,0,0,0
11,1,2,1,6,3,4,58,1,5,2,4,0,11,4605.7812338184185,3,0,1,1,5,0,2,2,3,4,4,0,0,0,0,0
11,1,4,1,6,4,4,56,0,5,2,4,0,14,14690.638755089907,3,0,1,1,5,0,2,3,3,3,4,0,0,0,0,0
8,1,2,1,6,5,3,40,0,3,2,4,0,49,10032.97487630964,2,0,1,1,2,1,2,2,3,1,1,0,0,0,0,0
9,1,2,1,6,3,4,55,1,4,2,4,0,12,12487.303610877052,2,0,2,1,3,0,2,2,4,1,2,0,0,0,0,0
11,1,2,1,2,2,4,60,0,4,2,4,0,16,40266.00730971592,2,0,2,1,3,0,2,2,4,3,4,0,0,0,0,0
7,1,2,1,5,4,4,38,0,5,2,4,0,43,16989.69998288593,2,0,2,1,7,0,2,2,4,3,4,0,0,0,0,0
10,1,1,1,4,4,3,59,1,5,2,4,0,10,3008.729377749763,2,0,1,1,9,0,2,1,3,3,4,0,0,0,0,0
8,1,3,1,4,2,5,28,1,3,2,1,0,29,9875.68742140977,2,0,1,1,3,0,3,2,4,1,4,0,0,0,0,0
11,1,2,2,1,4,2,56,1,5,2,4,0,16,22338.22160171268,3,0,1,1,6,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,2,4,4,53,1,4,2,4,0,11,5563.769883028302,2,0,1,1,4,0,2,2,4,1,4,0,0,0,0,0
10,1,1,1,5,5,3,70,0,5,2,4,0,24,11489.794395926989,1,0,1,1,2,0,3,1,3,4,4,0,0,0,0,0
9,1,2,1,5,2,2,37,1,5,2,4,0,26,11962.585134851506,3,0,1,1,0,0,3,2,3,3,4,0,0,0,0,0
10,1,3,1,2,4,3,50,1,5,2,4,0,27,6036.891017336352,2,0,2,1,0,0,2,2,2,1,4,0,0,0,0,0
7,1,2,1,5,2,2,41,1,4,2,4,0,68,24270.96957854672,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
8,1,2,1,1,4,2,57,0,5,2,4,0,15,1554.9644389301209,2,0,1,1,2,0,2,2,2,3,4,0,0,0,0,0
7,1,2,1,4,5,3,44,1,5,2,4,0,31,902.71766612842,3,0,2,1,0,0,2,2,3,3,3,0,0,0,0,0
9,1,1,1,6,2,2,65,0,4,2,1,0,8,23124.3057133512,1,0,1,1,4,0,3,1,4,1,4,0,0,0,0,0
10,1,1,1,2,3,2,62,1,5,2,4,0,44,15676.637607158546,2,0,1,1,6,0,3,1,4,3,3,0,0,0,0,0
8,1,2,1,6,4,2,52,1,4,2,4,0,50,12913.054738646486,3,0,1,1,22,0,3,2,1,1,3,0,0,0,0,0
11,1,3,1,6,4,3,34,0,5,2,4,0,48,8775.889994785024,2,0,1,1,2,0,2,2,2,1,4,0,0,0,0,0
9,1,3,2,2,2,4,41,1,5,2,4,0,30,13187.306950757731,2,0,1,1,9,0,3,2,4,3,4,0,0,0,0,0
8,1,1,1,5,2,4,54,1,3,2,4,0,10,4503.762849128169,1,0,1,1,1,0,2,1,3,2,4,0,0,0,0,0
8,1,2,1,6,3,5,42,1,4,2,4,0,13,12509.3506446631,2,0,1,1,1,0,2,2,4,1,4,0,0,0,0,0
11,1,2,1,1,5,3,37,1,5,2,4,0,60,16652.65675358576,2,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,6,3,4,59,0,4,2,4,0,10,12503.264633290652,4,0,2,1,3,0,2,2,3,1,4,0,0,0,0,0
7,1,2,1,4,4,3,47,0,4,2,4,0,28,38028.63200185702,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,7,4,3,55,1,4,2,4,0,179,658.4407393083331,2,0,1,1,14,0,3,2,2,4,4,0,0,0,0,0
10,1,3,1,1,1,2,53,1,4,2,4,0,50,22334.92287646684,4,0,1,1,7,0,3,2,3,1,4,0,0,0,0,0
8,1,2,1,4,4,4,33,1,5,2,4,0,34,12791.766356065344,1,0,1,1,4,0,2,1,4,1,4,0,0,0,0,0
9,2,1,1,4,5,4,63,0,5,2,4,0,19,6878.819671622474,1,0,1,1,8,0,3,1,3,4,4,0,0,0,0,0
7,1,3,1,4,2,4,50,1,5,2,4,0,57,12336.941214226612,1,0,1,1,5,0,2,1,4,2,4,0,0,0,0,0
4,1,2,1,5,4,3,53,0,5,2,4,0,63,14531.720884424649,3,0,1,1,9,0,2,2,3,1,4,0,1,0,0,0
11,1,2,1,6,4,2,53,1,5,2,4,0,56,15051.6723480149,3,0,1,1,18,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,6,4,3,31,0,5,2,4,0,71,8794.39504456255,2,0,1,1,2,0,2,2,2,1,4,0,0,0,0,0
6,1,3,1,4,2,2,39,1,3,2,4,0,26,10832.879614689067,2,0,1,1,4,0,3,2,4,4,4,0,0,0,0,0
6,1,3,1,2,4,4,35,1,4,2,4,0,10,16353.893016519234,1,1,1,2,7,0,2,1,3,3,4,0,0,0,0,0
11,1,2,1,2,3,4,57,0,5,2,4,0,15,17308.18328072047,1,0,1,1,5,0,2,1,2,4,4,0,0,0,0,0
10,1,3,1,6,3,1,49,1,3,2,4,0,43,21952.21293189263,3,0,1,1,5,0,2,2,4,3,2,0,0,0,0,0
7,1,1,1,4,2,1,66,1,3,2,1,0,45,9907.762866338257,1,0,1,1,15,0,2,1,4,1,4,0,0,0,0,0
11,1,1,1,6,4,3,39,1,5,2,4,0,24,14322.81505343835,1,0,2,1,3,0,2,1,2,3,4,0,0,0,0,0
6,2,2,1,6,3,2,51,1,5,2,4,0,18,13463.596285958152,1,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,5,2,2,34,1,5,2,4,0,34,12000.0,3,0,1,1,0,0,2,2,3,3,4,0,0,0,0,0
7,1,2,1,4,3,4,35,1,5,2,4,0,34,7007.616577382469,2,0,2,1,4,0,3,2,3,4,4,0,0,0,0,0
6,1,3,1,5,2,2,38,1,3,2,4,0,89,25786.461632189355,2,0,1,1,13,0,2,2,4,4,4,0,0,0,0,0
11,1,1,1,4,4,3,62,0,5,2,4,0,18,8798.436459645109,1,0,1,1,6,1,2,1,4,1,3,0,0,0,0,0
9,1,3,1,4,3,4,52,1,5,2,4,0,47,17668.42570662306,2,0,1,1,3,0,2,2,3,1,4,0,0,0,0,0
8,1,2,1,4,4,4,34,1,5,2,4,0,33,12789.194448542414,1,0,1,1,3,0,2,1,4,1,4,0,0,0,0,0
7,1,2,1,6,4,3,46,0,5,2,4,0,23,10617.857398157912,1,0,1,1,7,4,3,2,4,1,4,0,0,0,0,0
11,1,2,1,5,1,3,37,0,5,2,4,0,35,8374.501856033636,1,0,1,1,5,0,2,2,2,3,3,0,0,0,0,0
7,1,1,1,5,2,2,53,1,5,2,4,0,58,21145.97456051861,1,0,1,1,2,0,3,1,4,1,4,0,0,0,0,0
11,1,3,1,6,2,3,38,1,5,2,4,0,20,16252.267227306971,2,0,1,1,4,0,2,2,3,4,2,0,0,0,0,0
7,1,2,1,5,2,2,41,1,4,2,4,0,68,24271.223698283626,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
10,1,3,1,5,2,4,29,0,4,2,4,0,27,191661.4435777778,2,0,1,1,1,0,1,2,4,1,4,0,0,0,0,0
7,1,3,1,6,5,5,56,1,4,2,4,0,13,15060.330700546052,2,0,1,1,3,0,2,3,4,1,4,0,0,0,0,0
7,1,1,1,6,3,4,52,0,5,2,4,0,24,10302.54464004603,2,0,2,1,3,0,2,1,4,3,4,0,0,0,0,0
7,1,1,1,6,3,3,56,0,5,2,4,0,28,7925.112532037103,2,0,1,1,1,0,2,1,2,3,4,0,0,0,0,0
11,1,2,1,6,4,5,62,0,5,2,4,0,89,9075.42853821432,3,0,1,1,3,1,2,2,3,4,4,0,0,0,0,0
6,1,4,1,5,4,4,41,1,5,2,4,0,22,4888.64859504269,3,0,2,1,3,3,2,2,4,1,4,0,0,0,0,0
11,1,2,1,6,4,4,64,1,4,2,4,0,15,4590.746978241931,2,0,1,1,5,0,3,2,4,1,4,0,0,0,0,0
6,1,2,1,4,4,3,53,1,5,2,4,0,14,10921.884321819798,2,0,1,1,6,0,3,2,3,4,4,0,0,0,0,0
